2026-07-08 20:35:26,747 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2026-07-08 20:35:26,828 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2026-07-08 20:35:26,840 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2026-07-08 20:35:26,840 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2026-07-08 20:35:26,842 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2026-07-08 20:35:26,844 INFO  SwAddin.cs: 197 - Setting up callbacks
2026-07-08 20:35:26,844 INFO  SwAddin.cs: 201 - Setting up command manager
2026-07-08 20:35:26,847 INFO  SwAddin.cs: 204 - Adding command manager
2026-07-08 20:35:26,851 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2026-07-08 20:35:26,853 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2026-07-08 20:35:26,855 INFO  SwAddin.cs: 210 - Adding event handlers
2026-07-08 20:35:26,860 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2026-07-08 20:54:58,621 INFO  SwAddin.cs: 294 - Assembly export called for file Arm_Assy
2026-07-08 20:54:58,643 INFO  SwAddin.cs: 299 - Save is required
2026-07-08 20:54:58,644 INFO  SwAddin.cs: 313 - Saving assembly
2026-07-08 20:55:01,717 INFO  SwAddin.cs: 316 - Opening property manager
2026-07-08 20:55:01,742 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Assy
2026-07-08 20:55:01,754 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Arm_Assy
2026-07-08 20:55:01,756 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm_Assy
2026-07-08 20:55:01,756 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-08 20:55:01,758 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2026-07-08 20:55:01,758 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_6-1
2026-07-08 20:55:01,758 INFO  ExportHelperExtension.cs: 1136 - Found 43 in link_6-1
2026-07-08 20:55:01,764 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_6-1
2026-07-08 20:55:01,764 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2026-07-08 20:55:01,766 INFO  ExportHelperExtension.cs: 1136 - Found 29 in base_link-1
2026-07-08 20:55:01,766 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2026-07-08 20:55:01,766 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_2-1
2026-07-08 20:55:01,766 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_2-1
2026-07-08 20:55:01,771 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_2-1
2026-07-08 20:55:01,771 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_3-1
2026-07-08 20:55:01,771 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_3-1
2026-07-08 20:55:01,774 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_3-1
2026-07-08 20:55:01,776 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_4-1
2026-07-08 20:55:01,778 INFO  ExportHelperExtension.cs: 1136 - Found 57 in link_4-1
2026-07-08 20:55:01,778 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_4-1
2026-07-08 20:55:01,780 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_5-1
2026-07-08 20:55:01,780 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_5-1
2026-07-08 20:55:01,782 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_5-1
2026-07-08 20:55:01,783 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Arm_Assy
2026-07-08 20:55:01,783 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Arm_Assy
2026-07-08 20:55:01,783 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Arm_Assy
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_6-1
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1136 - Found 43 in link_6-1
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_6-1
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2026-07-08 20:55:01,787 INFO  ExportHelperExtension.cs: 1136 - Found 29 in base_link-1
2026-07-08 20:55:01,793 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
2026-07-08 20:55:01,794 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_2-1
2026-07-08 20:55:01,794 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_2-1
2026-07-08 20:55:01,794 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_2-1
2026-07-08 20:55:01,794 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_3-1
2026-07-08 20:55:01,798 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_3-1
2026-07-08 20:55:01,798 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_3-1
2026-07-08 20:55:01,798 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_4-1
2026-07-08 20:55:01,800 INFO  ExportHelperExtension.cs: 1136 - Found 57 in link_4-1
2026-07-08 20:55:01,800 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_4-1
2026-07-08 20:55:01,800 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_5-1
2026-07-08 20:55:01,803 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_5-1
2026-07-08 20:55:01,803 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_5-1
2026-07-08 20:55:05,702 INFO  SwAddin.cs: 339 - Loading config tree
2026-07-08 20:55:05,711 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2026-07-08 20:55:05,718 INFO  SwAddin.cs: 344 - Showing property manager
2026-07-08 20:55:17,949 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-08 20:56:07,447 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-08 20:59:50,221 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-08 21:01:13,868 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-08 21:02:01,901 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-08 21:02:48,106 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2026-07-08 21:02:48,494 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2026-07-08 21:04:14,652 INFO  SwAddin.cs: 294 - Assembly export called for file Arm_Assy
2026-07-08 21:04:14,655 INFO  SwAddin.cs: 299 - Save is required
2026-07-08 21:04:14,655 INFO  SwAddin.cs: 313 - Saving assembly
2026-07-08 21:04:19,126 INFO  SwAddin.cs: 316 - Opening property manager
2026-07-08 21:04:19,129 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Arm_Assy
2026-07-08 21:04:19,131 INFO  ExportHelperExtension.cs: 1136 - Found 48 in Arm_Assy
2026-07-08 21:04:19,133 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Arm_Assy
2026-07-08 21:04:19,133 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-08 21:04:19,135 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2026-07-08 21:04:19,135 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_6-1
2026-07-08 21:04:19,137 INFO  ExportHelperExtension.cs: 1136 - Found 43 in link_6-1
2026-07-08 21:04:19,137 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_6-1
2026-07-08 21:04:19,139 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from base_link-1
2026-07-08 21:04:19,141 INFO  ExportHelperExtension.cs: 1136 - Found 29 in base_link-1
2026-07-08 21:04:19,141 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in base_link-1
2026-07-08 21:04:19,143 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_2-1
2026-07-08 21:04:19,145 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_2-1
2026-07-08 21:04:19,145 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_2-1
2026-07-08 21:04:19,147 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_3-1
2026-07-08 21:04:19,148 INFO  ExportHelperExtension.cs: 1136 - Found 27 in link_3-1
2026-07-08 21:04:19,150 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_3-1
2026-07-08 21:04:19,151 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_4-1
2026-07-08 21:04:19,153 INFO  ExportHelperExtension.cs: 1136 - Found 57 in link_4-1
2026-07-08 21:04:19,154 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_4-1
2026-07-08 21:04:19,154 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from link_5-1
2026-07-08 21:04:19,156 INFO  ExportHelperExtension.cs: 1136 - Found 28 in link_5-1
2026-07-08 21:04:19,156 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in link_5-1
2026-07-08 21:04:19,158 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Arm_Assy
2026-07-08 21:04:19,158 INFO  ExportHelperExtension.cs: 1136 - Found 48 in Arm_Assy
2026-07-08 21:04:19,160 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Arm_Assy
2026-07-08 21:04:19,160 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2026-07-08 21:04:19,162 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2026-07-08 21:04:19,164 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from link_6-1
2026-07-08 21:04:19,164 INFO  ExportHelperExtension.cs: 1136 - Found 43 in link_6-1
2026-07-08 21:04:19,167 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in link_6-1
2026-07-08 21:04:19,167 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from base_link-1
2026-07-08 21:04:19,169 INFO  ExportHelperExtension.cs: 1136 - Found 29 in base_link-1
2026-07-08 21:04:19,170 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in base_link-1
